id,tool,correctness,project,bug,base_dir,main_dep,tests_build,tests_src_dir,target_test,target_test_methods,target_class,input_class
Lang_33_SimFix_patch_141856_2,SimFix,Correct,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Lang_10_Avatar_Patch_17677028_2890,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Math_6_TBar_Patch_211151_5_cp2,TBar,Incorrect,Math,6,Math/6,target/classes,target/test-classes,src/test,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest,testTrivial,org.apache.commons.math3.optim.BaseOptimizer,double
Lang_10_Avatar_Patch_318206_116,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Chart_17_Nopol_patch_16724_1,Nopol,Incorrect,Chart,17,Chart/17,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
Lang_51_jKali_patch_16409_30,jKali,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Math_62_Avatar_Patch_663421_273,Avatar,Incorrect,Math,62,Math/62,target/classes,target/test-classes,src/test,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizerTest,testQuinticMin,org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,double
Lang_51_Avatar_Patch_1411738_147,Avatar,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Lang_10_Avatar_Patch_15480007_1950,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Closure_2_TBar_Patch_4086041_109_cp52,TBar,Correct,Closure,2,Closure/2,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testBadInterfaceExtendsNonExistentInterfaces,com.google.javascript.jscomp.TypeCheck,java.lang.String
Closure_86_TBar_Patch_126225_2_cp2,TBar,Correct,Closure,86,Closure/86,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.NodeUtilTest,testLocalValue1,com.google.javascript.jscomp.NodeUtil,java.lang.String
Closure_48_dynamoth_patch_187176_1,dynamoth,Incorrect,Closure,48,Closure/48,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.TypeCheckTest,testIssue586,com.google.javascript.jscomp.TypedScopeCreator,java.lang.String
Lang_10_Avatar_Patch_330822_117,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Lang_10_Avatar_Patch_15444802_1948,Avatar,Incorrect,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Lang_33_TBar_Patch_290123_48_cp29,TBar,Incorrect,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Math_63_FixMiner_Patch_5542433_3350,FixMiner,Incorrect,Math,63,Math/63,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
Math_70_FixMiner_Patch_815149_342,FixMiner,Incorrect,Math,70,Math/70,target/classes,target/test-classes,src/test/java,org.apache.commons.math.analysis.solvers.BisectionSolverTest,testMath369,org.apache.commons.math.analysis.solvers.BisectionSolver,double
Math_30_FixMiner_Patch_546814_111,FixMiner,Correct,Math,30,Math/30,target/classes,target/test-classes,src/test/java,org.apache.commons.math3.stat.inference.MannWhitneyUTestTest,testBigDataSet,org.apache.commons.math3.stat.inference.MannWhitneyUTest,double
Closure_129_dynamoth_patch_80439_1,dynamoth,Incorrect,Closure,129,Closure/129,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue937,com.google.javascript.jscomp.Compiler,java.lang.String
Math_6_SimFix_patch_97949_1,SimFix,Incorrect,Math,6,Math/6,target/classes,target/test-classes,src/test,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest,testTrivial,org.apache.commons.math3.optim.BaseOptimizer,double
Math_63_FixMiner_Patch_1730971_286,FixMiner,Incorrect,Math,63,Math/63,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
Lang_33_SimFix_patch_75465_1,SimFix,Correct,Lang,33,Lang/33,target/classes,target/test-classes,src/test,org.apache.commons.lang3.ClassUtilsTest,testToClass_object,org.apache.commons.lang3.ClassUtils,java.lang.String
Lang_51_Nopol_patch_18720_1,Nopol,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Closure_13_jKali_patch_631000_355,jKali,Incorrect,Closure,13,Closure/13,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue787,com.google.javascript.jscomp.PeepholeOptimizationsPass,java.lang.String
Math_63_TBar_Patch_434086_162_cp28,TBar,Incorrect,Math,63,Math/63,target/classes,target/test-classes,src/test,org.apache.commons.math.util.MathUtilsTest,testArrayEquals,org.apache.commons.math.util.MathUtils,double
Math_75_FixMiner_Patch_2367936_1362,FixMiner,Correct,Math,75,Math/75,target/classes,target/test-classes,src/test/java,org.apache.commons.math.stat.FrequencyTest,testPcts,org.apache.commons.math.stat.Frequency,long
Math_96_TBar_Patch_2060798_592_cp261,TBar,Incorrect,Math,96,Math/96,target/classes,target/test-classes,src/test,org.apache.commons.math.complex.ComplexTest,testMath221,org.apache.commons.math.complex.Complex,int
Chart_13_jKali_patch_38000_121,jKali,Incorrect,Chart,13,Chart/13,build,build-tests,tests,org.jfree.chart.block.junit.BorderArrangementTests,testSizingWithWidthConstraint,org.jfree.chart.block.BorderArrangement,double
Lang_51_TBar_Patch_3779318_448_cp354,TBar,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
Chart_20_TBar_Patch_8786950_2305_cp765,TBar,Correct,Chart,20,Chart/20,build,build-tests,tests,org.jfree.chart.plot.junit.ValueMarkerTests,test1808376,org.jfree.chart.plot.ValueMarker,int
Closure_13_jGenProg_patch_681000_312,jGenProg,Incorrect,Closure,13,Closure/13,build/classes:lib/*:build/lib/rhino.jar,build/test,test,com.google.javascript.jscomp.IntegrationTest,testIssue787,com.google.javascript.jscomp.PeepholeOptimizationsPass,java.lang.String
Lang_10_Avatar_Patch_16808737_2460,Avatar,Correct,Lang,10,Lang/10,target/classes,target/test-classes,src/test,org.apache.commons.lang3.time.FastDateParserTest,testLANG_831,org.apache.commons.lang3.time.FastDateParser,java.lang.String
Math_49_Avatar_Patch_61645_15,Avatar,Incorrect,Math,49,Math/49,target/classes,target/test-classes,src/test/java,org.apache.commons.math.linear.SparseRealVectorTest,testConcurrentModification,org.apache.commons.math.linear.OpenMapRealVector,double
Lang_51_kPAR_Patch_2929037_256_cp247,kPAR,Incorrect,Lang,51,Lang/51,target/classes,target/test-classes,src/test,org.apache.commons.lang.BooleanUtilsTest,test_toBoolean_String,org.apache.commons.lang.BooleanUtils,java.lang.String
